timestamp,ticker,title,event_ticker,category,status,close_time,yes_bid,yes_ask,no_bid,no_ask,volume,open_interest,last_trade_price
1769246875.549026,KXMVESPORTSMULTIGAMEEXTENDED-S202556901E3C60D-EE82A07423B,"yes Jaxon Smith-Njigba,yes Kenneth Walker III,yes Seattle,yes Cooper Kupp: 2+,yes Jaxon Smith-Njigba: 6+,yes Kyren Williams: 60+",KXMVESPORTSMULTIGAMEEXTENDED-S202556901E3C60D,,active,2026-02-08T23:30:00Z,0,0,100,100,0,0,
1769246875.549026,KXMVESPORTSMULTIGAMEEXTENDED-S2025022B59C2074-EBB3F6BBAB3,"yes Draymond Green: 2+,yes Stephen Curry: 2+,yes LaMelo Ball: 6+,yes Stephen Curry: 25+,yes Anthony Edwards: 25+,yes Rudy Gobert: 10+,yes Jalen Brunson: 25+,yes Kon Knueppel: 15+,yes LaMelo Ball: 20+,yes Rudy Gobert: 10+,yes Josh Hart: 6+",KXMVESPORTSMULTIGAMEEXTENDED-S2025022B59C2074,,active,2026-02-07T22:30:00Z,0,0,100,100,0,0,
1769246875.549026,KXMVESPORTSMULTIGAMEEXTENDED-S20252BAB965E9D0-C1D69482B23,"yes Stephen Curry: 25+,yes Anthony Edwards: 20+,yes Jalen Brunson: 20+,yes Karl-Anthony Towns: 10+,yes Tyrese Maxey: 25+,yes Miles Bridges: 10+,yes Kon Knueppel: 2+",KXMVESPORTSMULTIGAMEEXTENDED-S20252BAB965E9D0,,active,2026-02-07T22:30:00Z,0,0,100,100,0,0,
1769246875.549026,KXMVESPORTSMULTIGAMEEXTENDED-S2025D9DDCCA39C2-20A3968D072,"yes Los Angeles L,yes Texas Tech,yes New England,no Seattle wins by over 13.5 points,yes Jean Silva,yes Paddy Pimblett",KXMVESPORTSMULTIGAMEEXTENDED-S2025D9DDCCA39C2,,active,2026-02-08T01:30:00Z,0,0,100,100,0,0,
1769246875.549026,KXMVESPORTSMULTIGAMEEXTENDED-S20253EAFC982811-F8A65ECF152,"yes Derrick Lewis,yes Ty Cole Miller,yes Paddy Pimblett,yes Ateba Gautier,yes Josh Hokit,yes Alexander Hernandez,yes Umar Nurmagomedov,yes Sean O'Malley,yes Charles Johnson",KXMVESPORTSMULTIGAMEEXTENDED-S20253EAFC982811,,active,2026-02-08T03:00:00Z,0,0,100,100,0,0,
1769246875.549026,KXMVESPORTSMULTIGAMEEXTENDED-S2025DAD0BB5EFFA-6CC6DBC11B1,"yes RJ Harvey,yes New England,yes Courtland Sutton,yes Stefon Diggs,yes Drake Maye: 200+,yes Courtland Sutton: 4+,yes Stefon Diggs: 4+,no New England wins by over 7.5 points,yes Over 43.5 points scored",KXMVESPORTSMULTIGAMEEXTENDED-S2025DAD0BB5EFFA,,active,2026-02-08T20:00:00Z,0,0,100,100,0,0,
1769246875.549026,KXMVESPORTSMULTIGAMEEXTENDED-S202574ADF17009E-A75B6DDDD4B,"yes Stephen Curry: 3+,yes Luka Dončić: 2+,yes Luka Dončić: 6+,yes Luka Dončić: 30+,yes Los Angeles L wins by over 3.5 Points",KXMVESPORTSMULTIGAMEEXTENDED-S202574ADF17009E,,active,2026-02-07T22:30:00Z,0,0,100,100,0,0,
1769246875.549026,KXMVESPORTSMULTIGAMEEXTENDED-S2025F0E85C34C2E-EDFD7425504,"yes Davis Allen,yes Kyren Williams,yes Kenneth Walker III,yes Los Angeles R,yes Sam Darnold: 1+,yes Matthew Stafford: 175+,yes Sam Darnold: 175+,yes Tyler Higbee: 1+,yes AJ Barner: 1+,yes Kyren Williams: 10+,yes Cooper Kupp: 20+,yes Jaxon Smith-Njigba: 80+,yes Rashid Shaheed: 10+,yes Blake Corum: 20+,yes Kyren Williams: 50+,yes Over 47.5 points scored",KXMVESPORTSMULTIGAMEEXTENDED-S2025F0E85C34C2E,,active,2026-02-08T23:30:00Z,0,0,100,100,0,0,
1769246875.549026,KXMVESPORTSMULTIGAMEEXTENDED-S2025422D8645608-EA0342C3E5B,"yes Seton Hall,yes Iowa St.,yes San Diego St.,yes Purdue wins by over 1.5 Points,yes Nebraska wins by over 8.5 Points",KXMVESPORTSMULTIGAMEEXTENDED-S2025422D8645608,,active,2026-02-07T22:00:00Z,0,0,100,100,0,0,
1769246875.549026,KXMVESPORTSMULTIGAMEEXTENDED-S2025FCA2986B099-A2DAAFE0B5A,"yes Joel Embiid: 1+,yes VJ Edgecombe: 1+,yes Josh Hart: 2+,yes VJ Edgecombe: 2+,yes Kon Knueppel: 2+,yes LaMelo Ball: 6+,yes Miles Bridges: 2+,yes Charlotte,yes Jalen Brunson: 20+,yes Karl-Anthony Towns: 15+,yes Mikal Bridges: 10+,yes Joel Embiid: 20+,yes Kon Knueppel: 15+,yes Miles Bridges: 10+,yes Jalen Brunson: 2+,yes Josh Hart: 4+,yes Mikal Bridges: 2+,yes OG Anunoby: 2+,yes Joel Embiid: 6+,yes Kon Knueppel: 2+,yes LaMelo Ball: 4+",KXMVESPORTSMULTIGAMEEXTENDED-S2025FCA2986B099,,active,2026-02-07T20:00:00Z,0,0,100,100,0,0,
